5-digit FIPS Code,County,State,2010 Prescribing Rate,State Abbreviation,Name,Release Year,Premature death raw value,Poor or fair health raw value,Poor physical health days raw value,Poor mental health days raw value,Low birthweight raw value,Adult smoking raw value,Adult obesity raw value,Binge drinking raw value,Motor vehicle crash deaths raw value,Chlamydia rate raw value,Teen births raw value,Uninsured adults raw value,Primary care provider rate per 100000 population,Ratio of population to primary care physicians,Preventable hospital stays raw value,Diabetes monitoring raw value,Hospice use raw value,High school graduation raw value,College degrees raw value,Unemployment raw value,Children in poverty raw value,Income inequality raw value,Inadequate social support raw value,Single-parent households raw value,Violent crime raw value,Homicides raw value,Air pollution-particulate matter days raw value,Air pollution-ozone days raw value,Access to healthy foods raw value,Liquor store density raw value
51195,"Wise, VA",VA,216.2,VA,Wise County,2010.0,10449.9,0.2817,6.42,5.75,0.0819,0.3381,0.306,0.1028,18.6,150.3,54.4,0.118,69.56104581,1437.586207,184.9751717,0.8634,0.187313725,0.71509434,0.109802954,0.046,0.278,43.4,0.2729,0.077566303,194.2803233,,0.0,0.0,0.625,0.719804213
51197,"Wythe, VA",VA,113.6,VA,Wythe County,2010.0,9160.0,0.237,4.59,4.82,0.0917,0.3107,0.271,0.103,18.5,125.7,48.4,0.14,71.1414648,1405.65,94.90115095,0.8163,0.285879784,0.7,0.122129539,0.054000000000000006,0.177,40.8,,0.08101118,130.5928445,,0.0,3.0,0.333333333,0.353082409
51199,"York, VA",VA,54.0,VA,York County,2010.0,4811.5,0.0664,3.23,2.7,0.0681,0.1,0.278,0.1222,8.5,135.7,17.4,0.136,126.1426559,792.7532467999998,45.83808818,0.8006,0.206285896,0.931034483,0.411987082,0.033,0.053,38.2,0.0995,0.075911641,105.9837091,,0.0,0.0,0.5,0.491875851
51510,"Alexandria, VA",VA,42.0,VA,Alexandria city,2010.0,5338.0,0.0945,2.39,2.37,0.0752,0.1671,0.214,0.1874,7.0,271.6,52.3,0.177,114.8239124,870.8987342,53.92522483,0.7433,0.318301917,0.610169492,0.597495631,0.028,0.129,46.5,0.1544,0.055128473,307.3127448,,4.0,10.0,0.461538462,0.723395328
51515,"Bedford City, VA",VA,–,VA,Bedford city,2010.0,8556.5,,,,0.0628,,0.285,,27.3,224.0,73.2,0.097,0.0,-6249.0,65.18893529,0.8029,0.171907885,,0.171692507,0.054000000000000006,0.236,44.0,,0.12305062,282.1400053000001,,1.0,0.0,0.0,1.602050625
51520,"Bristol, VA",VA,220.2,VA,Bristol city,2010.0,10346.5,0.1014,2.89,2.52,0.0899,,0.255,0.0715,14.8,194.3,47.6,0.087,0.0,-17496.0,84.7501017,0.8817,0.319011948,0.5638297870000001,0.192459868,0.059,0.29100000000000004,46.7,,0.088951685,498.0893899,,1.0,0.0,0.333333333,1.138433516
51530,"Buena Vista, VA",VA,86.6,VA,Buena Vista city,2010.0,8246.3,,,,0.0509,,0.27,,15.6,77.4,19.9,0.09,31.486146100000006,3176.0,62.67791118,0.7698,0.32014980600000004,0.6808510640000001,0.119478174,0.051,0.187,41.9,,0.111540834,,,0.0,0.0,1.0,1.541307028
51540,"Charlottesville, VA",VA,80.1,VA,Charlottesville city,2010.0,7210.1,0.1099,4.07,2.68,0.0846,0.154,0.259,0.1287,11.7,511.0,28.1,0.232,565.8020428,176.7402597,61.10179562,0.8529,0.30028427,0.627968338,0.437930166,0.039,0.219,49.3,0.0761,0.095723014,741.186223,,1.0,0.0,0.375,1.951124335
51550,"Chesapeake, VA",VA,85.0,VA,Chesapeake city,2010.0,6837.4,0.1228,3.13,2.51,0.0836,0.1719,0.269,0.1558,8.0,429.8,37.3,0.123,98.81331671,1012.009346,68.93788171,0.8131,0.211671164,0.795899348,0.265532694,0.039,0.109,38.8,0.1434,0.114743985,468.4950094,,0.0,0.0,0.8888888890000001,0.320163924
51570,"Colonial Heights, VA",VA,294.1,VA,Colonial Heights city,2010.0,7068.3,,3.53,5.05,0.0876,,0.26,,10.7,237.6,49.2,0.133,148.44419069999995,673.6538462,73.72531573,0.7879,0.273621392,0.7410358570000001,0.209983821,0.045,0.106,41.4,,0.098772866,216.34434500000003,,0.0,5.0,1.0,0.561167228
51580,"Covington, VA",VA,300.0,VA,Covington city,2010.0,8666.3,,,,0.0711,,0.276,,25.0,115.3,41.4,0.11,64.68305304,1546.0,123.7146765,0.8266,0.27519715100000003,0.625,0.076769493,0.069,0.22,40.9,,0.085083135,211.0618032,,0.0,0.0,1.0,1.635322976
51590,"Danville, VA",VA,207.2,VA,Danville city,2010.0,11526.1,0.2067,3.37,4.13,0.1013,0.2699,0.277,0.1501,13.7,583.5,68.0,0.104,111.6364592,895.7647059000002,72.89826311,0.8325,0.107004831,0.606707317,0.14333512199999998,0.096,0.37,48.2,0.2721,0.150861206,472.33319360000013,,0.0,2.0,0.75,1.104167127
51595,"Emporia, VA",VA,256.0,VA,Emporia city,2010.0,17211.6,,,,0.147,,0.307,,20.3,426.7,73.0,0.113,0.0,-5625.0,138.0531887,0.8238,,0.752525253,0.160554161,0.07400000000000001,0.273,43.3,,0.140728084,1023.748586,,0.0,0.0,0.0,1.7755681819999998
51600,"Fairfax City, VA",VA,93.4,VA,Fairfax city,2010.0,8987.9,0.0346,1.35,0.79,0.0792,0.0241,0.272,,18.1,182.9,17.0,0.166,240.9419466,415.0377359,,,,0.8271375470000001,0.489369592,0.033,0.059,34.7,,0.036217062,,,3.0,4.0,0.5,4.814004376000001
51610,"Falls Church, VA",VA,99.6,VA,Falls Church city,2010.0,8244.1,,,,0.0665,,0.269,,17.5,259.3,12.0,0.112,321.3662657,311.1714286,44.72184827,0.8667,0.488175898,,0.697037494,0.041,0.027000000000000003,40.4,,0.073128523,233.1288344,,4.0,11.0,1.0,1.844337883
51620,"Franklin City, VA",VA,236.1,VA,Franklin city,2010.0,12354.0,0.1581,3.73,2.11,0.1215,0.194,0.321,0.0684,22.3,920.5,75.3,0.105,213.0429637,469.38888889999987,87.76056609999998,0.7536,0.149160347,0.6875,0.185589561,0.061,0.29,47.3,,0.138619987,536.7892335,,0.0,1.0,1.0,1.146000458
51630,"Fredericksburg, VA",VA,207.5,VA,Fredericksburg city,2010.0,10215.8,0.2174,4.22,4.26,0.0933,,0.262,0.1619,10.4,550.0,36.0,0.13699999999999998,216.26704280000004,462.3913044,83.942814,0.7697,0.323924317,0.752475248,0.297693095,0.062,0.193,52.4,,0.106425234,558.1409496,,2.0,4.0,0.333333333,3.174459208
51640,"Galax, VA",VA,360.0,VA,Galax city,2010.0,8824.6,,,,0.0691,,0.26,,12.7,149.7,93.0,0.134,326.5548464,306.2272727,73.90087234,0.8196,0.173800005,0.70212766,0.12910736,0.062,0.294,46.2,,0.093756685,437.389424,,0.0,0.0,1.0,1.472320377
51650,"Hampton, VA",VA,93.0,VA,Hampton city,2010.0,8022.7,0.1152,2.78,2.73,0.0977,0.2075,0.327,0.1488,6.8,753.0,40.5,0.12,51.68274952,1934.881579,49.7312925,0.7523,0.16958588,0.7139938709999999,0.207447261,0.048,0.198,39.0,0.2301,0.118481244,388.1668208,,1.0,7.0,0.363636364,0.477594018
51660,"Harrisonburg, VA",VA,137.3,VA,Harrisonburg city,2010.0,8003.4,0.0644,2.58,2.95,0.0664,,0.255,,7.8,349.8,16.9,0.254,149.5886313,668.5,71.31240343,0.8348,0.19966968,0.741214058,0.331404959,0.042,0.19,46.8,,0.058692529000000014,295.4969337,,0.0,0.0,0.5,1.147815707
51670,"Hopewell, VA",VA,182.7,VA,Hopewell city,2010.0,10587.4,0.2354,4.97,3.25,0.1014,0.3575,0.3,0.1453,15.3,541.1,86.1,0.107,88.84545333,1125.55,84.60824867,0.8365,0.17180294699999998,0.548821549,0.110890411,0.061,0.245,38.6,,0.144965675,723.3537844,,0.0,5.0,1.0,0.8798944129999999
51678,"Lexington, VA",VA,276.5,VA,Lexington city,2010.0,6443.2,,,,,,0.268,,8.3,103.9,7.3,0.207,348.7358326000001,286.75,,,,,0.46913975,0.062,0.13,49.5,,0.05820927,76.44894644,,0.0,0.0,1.0,2.854288569
51680,"Lynchburg, VA",VA,177.0,VA,Lynchburg city,2010.0,8285.6,0.1309,2.89,3.16,0.0892,0.2308,0.287,0.1695,10.9,460.7,36.5,0.13,152.87822659999995,654.1153846,60.28374782,0.8431,0.199779607,0.563938619,0.278115322,0.048,0.277,49.5,0.1878,0.118210246,444.2279032,,2.0,0.0,0.4,0.8570816370000001
51683,"Manassas, VA",VA,115.8,VA,Manassas city,2010.0,6012.8,0.1277,2.0,2.24,0.0678,,0.262,0.0959,12.6,180.1,54.0,0.201,154.1765321,648.6071429,71.18221219,0.8261,0.373465889,0.7,0.26443999100000004,0.042,0.131,40.1,,0.152012305,540.595393,,3.0,4.0,0.5,0.5541854860000001
51685,"Manassas Park, VA",VA,–,VA,Manassas Park city,2010.0,5050.8,,,,0.0538,,0.278,,3.9,197.6,66.8,0.181,0.0,-11642.0,77.93413064,0.7809999999999999,0.377282548,0.51875,0.225922956,0.038,0.1,33.3,,0.105084342,229.2313496,,3.0,4.0,0.0,0.0
51690,"Martinsville, VA",VA,566.4,VA,Martinsville city,2010.0,11323.9,,3.4,3.88,0.0922,,0.293,0.1513,19.0,428.2,71.2,0.093,250.4060639,399.3513514,88.55865671,0.7834,0.149923731,0.677083333,0.184338724,0.121,0.31,46.9,,0.123374472,351.5695881000001,,0.0,1.0,0.5,1.3569441619999998
51700,"Newport News, VA",VA,78.0,VA,Newport News city,2010.0,8652.5,0.1528,3.49,3.62,0.1001,0.2535,0.298,0.1937,8.3,924.9,62.5,0.107,82.60833194,1210.531646,50.3395237,0.7628,0.187232724,0.683770883,0.2165904,0.047,0.208,40.9,0.2329,0.137811502,763.7388776,,0.0,0.0,0.818181818,0.388330125
51710,"Norfolk, VA",VA,63.1,VA,Norfolk city,2010.0,10527.7,0.1288,3.23,3.55,0.1034,0.2285,0.285,0.1779,9.2,999.1,62.7,0.141,141.4814285,706.8065475999998,56.82451494,0.7235,0.184148559,0.489930428,0.228974644,0.053,0.243,45.3,0.211,0.149854926,807.5254801,,1.0,1.0,0.5,0.376833925
51720,"Norton, VA",VA,361.6,VA,Norton city,2010.0,11358.8,,,,0.0926,,0.27,,15.1,247.0,60.6,0.083,604.8941434999998,165.31818180000005,201.8164216,0.8229,,0.833333333,0.156945527,0.052000000000000005,0.31,49.3,,0.106431715,325.0564334,,0.0,0.0,1.0,2.70197244
51730,"Petersburg, VA",VA,137.3,VA,Petersburg city,2010.0,15618.7,0.1438,3.61,3.15,0.1295,0.2679,0.344,0.106,15.2,745.9,100.8,0.093,83.3461954,1199.814815,80.41048084,0.7634,0.197899065,0.5379146920000001,0.153346329,0.075,0.28300000000000003,40.0,,0.131276613,1372.210943,,0.0,5.0,0.25,0.916982516
51735,"Poquoson, VA",VA,110.5,VA,Poquoson city,2010.0,6039.1,,,,0.0485,,0.27,,8.6,58.7,15.8,0.118,59.86999658,1670.285714,52.73127201,0.8478,0.194571027,0.985714286,0.349446363,0.031,0.055,37.3,,0.07560938,101.8272331,,1.0,1.0,1.0,0.0
51740,"Portsmouth, VA",VA,98.0,VA,Portsmouth city,2010.0,11259.1,0.1618,3.78,3.09,0.1125,0.2107,0.315,0.1132,11.8,714.2,73.7,0.102,75.40954328,1326.0921050000004,56.96809913,0.8046,0.218548541,0.560255387,0.185469683,0.052000000000000005,0.235,41.7,0.1814,0.13895181199999998,846.9473242999999,,1.0,1.0,0.625,0.5840780329999999
51750,"Radford, VA",VA,134.3,VA,Radford city,2010.0,8521.8,0.2267,7.38,4.56,0.0678,,0.255,,3.6,481.9,7.5,0.245,157.6391954,634.36,80.85478601,0.7879,0.329883317,0.71969697,0.374046189,0.053,0.16699999999999998,49.4,,0.069107719,339.65409460000006,,0.0,0.0,0.333333333,0.625469102
51760,"Richmond City, VA",VA,68.9,VA,Richmond city,2010.0,12821.5,0.146,2.89,3.35,0.1246,0.2244,0.29,0.1735,11.9,1183.4,62.5,0.122,124.2957835,804.5325203,59.34251329,0.784,0.271407107,0.51405072,0.319825403,0.059,0.32299999999999995,52.1,0.2514,0.125142444,1067.535132,,1.0,5.0,0.21875,1.208313195
51770,"Roanoke City, VA",VA,148.2,VA,Roanoke city,2010.0,11595.4,0.1801,3.83,3.88,0.091,0.2923,0.293,0.1455,11.9,715.4,77.4,0.123,125.3972715,797.4655172,71.67437859,0.8101,0.21978952,0.490490491,0.206330741,0.046,0.276,45.0,0.2318,0.111926737,991.9762387,,2.0,1.0,0.15,0.866072685
51775,"Salem, VA",VA,254.9,VA,Salem city,2010.0,7038.4,0.1472,2.66,3.98,0.073,0.2656,0.273,0.1358,8.6,149.0,21.5,0.09,173.73035430000004,575.6046512,78.0351229,0.8091,0.310478329,0.7491961420000001,0.23114920000000005,0.037000000000000005,0.105,42.6,,0.114049587,118.4392633,,3.0,1.0,0.333333333,0.398215992
51790,"Staunton, VA",VA,204.5,VA,Staunton city,2010.0,7983.7,0.0565,2.29,4.14,0.0756,,0.269,0.0974,9.7,398.6,38.3,0.104,106.9335729,935.16,55.61406416,0.8453,0.256769302,0.6940639270000001,0.23370773,0.043,0.212,43.6,,0.10080313,252.2139568,,0.0,0.0,0.5,2.142336861
51800,"Suffolk, VA",VA,86.9,VA,Suffolk city,2010.0,8520.5,0.1374,2.47,2.8,0.1012,0.1917,0.297,0.1427,14.6,442.8,47.4,0.128,112.9305477,885.5,67.96503287,0.7951,0.191470071,0.721261445,0.234309787,0.042,0.151,41.2,0.1781,0.116250251,500.1085378,,0.0,10.0,0.375,0.622936523
51810,"Virginia Beach, VA",VA,68.8,VA,Virginia Beach city,2010.0,6016.3,0.1135,3.15,3.41,0.0781,0.1989,0.254,0.1656,7.5,435.9,33.6,0.147,87.32147102,1145.193717,55.01420188,0.8004,0.241209233,0.697017268,0.310660606,0.037000000000000005,0.099,39.5,0.1918,0.101245875,265.810539,,1.0,1.0,0.45,0.434013898
51820,"Waynesboro, VA",VA,229.6,VA,Waynesboro city,2010.0,9590.3,,6.91,2.78,0.0732,,0.269,,12.6,321.6,70.4,0.133,89.89827301,1112.368421,61.34648093,0.8437,0.287973434,0.654867257,0.213615815,0.049,0.241,41.8,,0.08248982,437.558393,,0.0,0.0,1.0,0.466396157
51830,"Williamsburg, VA",VA,–,VA,Williamsburg city,2010.0,13062.5,0.0346,,,0.0999,,0.27,,9.7,398.5,9.4,0.196,33.62757461,2973.75,57.00556082,0.8285,0.20088594,,0.495134053,0.087,0.205,47.3,,0.06592283,246.2851983,,0.0,0.0,0.0,2.458613342
51840,"Winchester, VA",VA,303.0,VA,Winchester city,2010.0,7935.0,0.1606,3.05,3.47,0.0838,0.2424,0.27,,10.9,522.5,65.5,0.15,307.99220269999995,324.6835443,83.6905844,0.8415,0.429052327,0.695804196,0.268653242,0.046,0.166,45.0,,0.091561939,437.64242800000005,,0.0,4.0,0.5,1.546850226
50001,"Addison, VT",VT,25.9,VT,Addison County,2010.0,5550.0,0.1023,3.02,3.07,0.0547,0.1842,0.209,0.1525,17.7,143.0,13.2,0.134,134.3643743,744.244898,58.09713174,0.9029,0.358751562,0.909512761,0.296657557,0.045,0.104,40.4,0.142,0.082225358,,,3.0,0.0,0.333333333,1.911784788
50003,"Bennington, VT",VT,73.2,VT,Bennington County,2010.0,6088.1,0.1216,3.36,3.66,0.066,0.1844,0.229,0.1429,11.6,246.4,29.8,0.119,120.6107289,829.1136364,74.86736235,0.8428,0.118561109,0.716145833,0.314576324,0.049,0.162,44.7,0.1565,0.084176394,129.5774134,,2.0,3.0,0.294117647,2.46015909
50005,"Caledonia, VT",VT,48.0,VT,Caledonia County,2010.0,5644.8,0.1298,3.44,3.69,0.0665,0.205,0.246,0.1602,16.1,142.7,26.3,0.122,92.40314171,1082.214286,45.84229446,0.8922,0.182193633,0.782258065,0.27807282,0.053,0.185,43.8,0.1928,0.108223736,132.9540873,,1.0,0.0,0.181818182,1.6289297930000002
50007,"Chittenden, VT",VT,50.7,VT,Chittenden County,2010.0,4789.6,0.0836,2.75,2.85,0.0646,0.1461,0.187,0.1807,8.9,272.5,13.8,0.122,228.6925852,437.2682216,43.08800931,0.8891,0.234481063,0.8160642570000001,0.450472559,0.04,0.081,42.0,0.1271,0.090011664,189.0521802,,3.0,1.0,0.535714286,1.455999047
50009,"Essex, VT",VT,–,VT,Essex County,2010.0,7132.5,0.174,4.39,3.6,0.0911,0.2792,0.251,0.1631,17.6,45.7,27.1,0.161,46.27487274,2161.0,65.58217042,0.8621,,0.939393939,0.149817274,0.063,0.21,40.0,0.2267,0.08751038800000001,,,1.0,0.0,0.083333333,3.122073057
50011,"Franklin, VT",VT,54.2,VT,Franklin County,2010.0,6082.1,0.1159,3.57,3.45,0.0676,0.2249,0.264,0.1895,16.5,91.3,33.7,0.103,67.38686377,1483.96875,66.94755885,0.8807,0.214227758,0.845070423,0.191432773,0.05,0.126,40.0,0.1715,0.121301938,215.6872326,,4.0,0.0,0.35294117700000005,2.092706916
50013,"Grand Isle, VT",VT,37.1,VT,Grand Isle County,2010.0,5966.9,0.0809,2.48,2.2,0.0796,0.1737,0.252,0.1607,19.5,154.8,21.0,0.18600000000000005,52.79831045,1894.0,50.57438469,0.8352,,,0.279653638,0.062,0.124,42.8,0.1485,0.062770913,43.98891479,,4.0,0.0,0.4,2.647603919
50015,"Lamoille, VT",VT,37.3,VT,Lamoille County,2010.0,5234.5,0.1178,3.51,3.67,0.0674,0.1963,0.231,0.1901,16.0,146.4,19.9,0.181,110.3888139,905.8888889,47.47582181,0.8883,0.169860137,0.915857605,0.317449786,0.055,0.133,43.4,0.1965,0.105837967,74.56211702,,4.0,0.0,0.461538462,2.032437706
50017,"Orange, VT",VT,28.7,VT,Orange County,2010.0,6981.4,0.1185,2.95,3.13,0.0706,0.2017,0.258,0.1781,8.9,67.9,22.3,0.149,86.39159583,1157.52,54.50052344,0.8596,0.231689542,0.8930817609999999,0.30031806,0.045,0.14,39.4,0.1938,0.07510395,73.49226035,,1.0,0.0,0.153846154,1.030892409
50019,"Orleans, VT",VT,32.2,VT,Orleans County,2010.0,6372.3,0.1413,3.55,3.35,0.052000000000000005,0.2256,0.248,0.1704,23.4,115.4,33.6,0.161,88.18018149999997,1134.041667,58.915898,0.852,0.102583521,,0.201820546,0.07,0.198,43.0,0.2088,0.08700189800000001,67.23798579,,1.0,0.0,0.260869565,4.40868511
50021,"Rutland, VT",VT,94.8,VT,Rutland County,2010.0,6506.0,0.1283,3.53,3.43,0.0662,0.2159,0.241,0.1636,12.0,161.8,23.5,0.115,99.20010078,1008.063492,77.10017134,0.87,0.236291947,0.918449198,0.247510476,0.056,0.142,42.3,0.1626,0.089544772,108.4227646,,5.0,0.0,0.3666666670000001,1.894238358
50023,"Washington, VT",VT,43.0,VT,Washington County,2010.0,5748.3,0.103,3.12,2.93,0.0619,0.1963,0.215,0.1721,11.7,142.7,19.7,0.11,105.1703081,950.8387097,51.58524992,0.8838,0.262722565,0.916326531,0.35410799600000004,0.048,0.108,41.1,0.1432,0.097616019,85.88249918,,1.0,0.0,0.433333333,1.185697105
50025,"Windham, VT",VT,83.6,VT,Windham County,2010.0,5839.4,0.1163,3.41,3.35,0.0536,0.1915,0.226,0.1471,17.6,164.0,23.5,0.115,130.545313,766.0175439,55.73593848,0.8632,0.108821074,0.8105263159999999,0.338467003,0.047,0.14400000000000002,43.9,0.1817,0.104260625,163.5198019,,1.0,1.0,0.3666666670000001,2.061052969
50027,"Windsor, VT",VT,56.2,VT,Windsor County,2010.0,6560.8,0.1096,3.26,3.25,0.0701,0.1809,0.228,0.1596,13.4,91.9,24.4,0.115,143.11395009999995,698.7439024,50.82491789,0.8466,0.148521008,0.8550913840000001,0.336350724,0.038,0.115,44.4,0.1839,0.096809195,115.5900639,,1.0,0.0,0.421052632,2.278063996
53001,"Adams, WA",WA,20.6,WA,Adams County,2010.0,6478.9,0.1973,4.03,2.64,0.0613,0.1307,0.339,0.1457,33.9,236.9,93.3,0.197,60.24459305,1659.9,62.29619709,0.852,,0.810035842,0.123711036,0.062,0.266,40.6,0.2503,0.104932639,261.1122185,,1.0,0.0,0.4,1.2038040209999998
53003,"Asotin, WA",WA,148.0,WA,Asotin County,2010.0,8054.8,0.1542,4.43,3.72,0.0711,0.2403,0.268,0.1611,15.9,117.7,55.5,0.102,62.20393320000001,1607.615385,58.4151998,0.8038,0.15283639699999998,0.785454546,0.187726134,0.061,0.225,40.9,0.1687,0.095315968,169.62318290000005,,4.0,0.0,0.333333333,0.475081952
53005,"Benton, WA",WA,124.3,WA,Benton County,2010.0,5683.9,0.1344,3.34,3.14,0.0636,0.1898,0.275,0.1263,13.4,281.6,42.8,0.134,78.18007049,1279.0983609999996,57.70843474,0.8426,0.324431804,0.79521057,0.25514220600000004,0.051,0.147,42.6,0.1471,0.101216502,271.5398741,,0.0,0.0,0.6,0.507778532
53007,"Chelan, WA",WA,120.7,WA,Chelan County,2010.0,5437.9,0.1479,3.38,2.93,0.057,0.1639,0.21600000000000005,0.1293,12.4,187.2,46.6,0.162,121.6227956,822.2142857000001,50.73303213,0.8883,0.226700547,0.7170923379999999,0.22105953,0.055,0.187,41.9,0.183,0.093123818,195.6323065,,0.0,0.0,0.428571429,0.714051098
53009,"Clallam, WA",WA,164.1,WA,Clallam County,2010.0,7496.0,0.1393,3.81,3.56,0.0428,0.1928,0.266,0.1203,20.7,169.0,35.8,0.151,109.0924959,916.6533333,50.66616587,0.8844,0.064741582,0.615558061,0.217296483,0.071,0.19,40.8,0.147,0.088484294,245.4439761,,4.0,0.0,0.636363636,0.4303172870000001
53011,"Clark, WA",WA,72.1,WA,Clark County,2010.0,5732.1,0.1258,3.3,3.19,0.0538,0.1894,0.276,0.1356,9.6,241.9,34.7,0.136,73.83250783,1354.416949,60.67783473,0.8514,0.428888509,0.773279352,0.24787925,0.069,0.119,41.1,0.1659,0.107231615,237.2306317,,3.0,1.0,0.625,0.342105906
53013,"Columbia, WA",WA,93.1,WA,Columbia County,2010.0,9197.7,0.1315,5.24,2.11,,0.1074,0.309,0.1009,28.3,97.9,27.9,0.16699999999999998,49.8132005,2007.5,54.35014406,0.7833,,0.891304348,0.18650945,0.07,0.202,41.8,0.1937,0.07627882,50.09183503,,4.0,0.0,0.5,0.0
53015,"Cowlitz, WA",WA,104.2,WA,Cowlitz County,2010.0,8316.7,0.1752,4.36,3.99,0.059,0.2365,0.34700000000000003,0.1611,12.6,325.3,51.4,0.118,81.98507664,1219.734177,44.36646283,0.8763,0.506759931,0.659930314,0.134423182,0.08199999999999999,0.198,39.5,0.2279,0.119717382,302.7310057,,0.0,0.0,0.454545455,0.505914136
53017,"Douglas, WA",WA,73.3,WA,Douglas County,2010.0,5907.2,0.138,3.22,2.59,0.047,0.177,0.258,0.1309,21.7,198.5,46.6,0.175,29.00820932,3447.3,46.68953805,0.9091,0.320421328,0.809034908,0.17846140100000002,0.053,0.195,42.1,0.1782,0.113075814,217.2660375,,0.0,0.0,0.571428571,0.567118471
53019,"Ferry, WA",WA,83.6,WA,Ferry County,2010.0,12884.3,0.1996,5.03,3.19,0.0653,0.2858,0.234,0.1777,46.5,211.6,35.3,0.16,26.8708854,3721.5,88.27407057,0.7073,,0.7333333329999999,0.142697271,0.087,0.285,44.2,0.1804,0.108684568,76.13417529,,0.0,0.0,0.111111111,1.334222815
53021,"Franklin, WA",WA,69.3,WA,Franklin County,2010.0,5614.7,0.1974,3.55,2.73,0.0601,0.1339,0.267,0.0939,14.6,437.1,83.1,0.188,47.93787252,2086.033333,51.06598794,0.8502,0.331918386,0.590909091,0.138128909,0.062,0.215,44.7,0.2142,0.131134271,231.8852269,,1.0,0.0,0.333333333,0.151199008
53023,"Garfield, WA",WA,–,WA,Garfield County,2010.0,10263.8,0.132,3.92,2.33,,,0.299,0.1147,6.4,135.0,,0.204,45.68296026,2189.0,54.68206092,0.8649,,0.951219512,0.183604494,0.046,0.208,41.1,0.18,0.06179297,267.2955975,,5.0,0.0,1.0,0.0
53025,"Grant, WA",WA,93.8,WA,Grant County,2010.0,7713.8,0.1861,4.28,2.81,0.0582,0.1921,0.306,0.1171,28.7,266.3,70.9,0.2,53.85434279,1856.860465,52.57240106,0.8723,0.13068011699999998,0.786666667,0.135311695,0.064,0.243,40.7,0.1898,0.102750691,266.8871624,,0.0,0.0,0.5625,0.491714609
53027,"Grays Harbor, WA",WA,121.3,WA,Grays Harbor County,2010.0,8421.0,0.17600000000000002,4.04,3.88,0.0585,0.2677,0.338,0.1479,16.8,178.8,52.1,0.138,42.76916058,2338.133333,74.73628057,0.8614,0.168587188,0.718637993,0.127354,0.077,0.221,43.2,0.217,0.113654358,187.3999435,,5.0,0.0,0.380952381,0.70585578
53029,"Island, WA",WA,48.2,WA,Island County,2010.0,5245.0,0.1015,3.14,3.39,0.056,0.1744,0.241,0.1657,13.6,273.7,32.1,0.187,58.93860353,1696.680851,38.54326809,0.873,0.17889145899999995,0.6885043259999999,0.272179618,0.055,0.127,39.8,0.1742,0.079512517,92.6132652,,6.0,0.0,0.625,0.865725911
53031,"Jefferson, WA",WA,85.2,WA,Jefferson County,2010.0,7128.8,0.1266,3.95,3.42,0.0422,0.1719,0.208,0.1375,20.8,109.3,32.1,0.189,91.45269082,1093.461539,43.08421348,0.7993,0.197737172,0.848993289,0.34774538200000005,0.055,0.17600000000000002,43.0,0.1717,0.050086086,252.7700831,,10.0,0.0,0.28571428600000004,1.3779324119999998
53033,"King, WA",WA,68.8,WA,King County,2010.0,4993.4,0.1066,3.03,2.98,0.0626,0.1399,0.205,0.1579,8.2,290.6,21.3,0.132,145.7566734,686.0749334,45.88257056,0.8651,0.31698484600000004,0.770408415,0.436822141,0.043,0.121,45.9,0.1646,0.071971928,398.2900082,,1.0,1.0,0.56,0.5342946279999999
53035,"Kitsap, WA",WA,80.7,WA,Kitsap County,2010.0,5711.2,0.135,3.64,3.33,0.0613,0.2007,0.276,0.1565,10.3,269.7,33.4,0.129,70.83204323,1411.790419,52.93679778,0.8551,0.203152981,0.764511278,0.275904783,0.05,0.116,41.6,0.1735,0.086679261,430.8392559,,4.0,0.0,0.5,0.376841814
53037,"Kittitas, WA",WA,69.3,WA,Kittitas County,2010.0,5980.5,0.1225,3.67,2.53,0.047,0.1654,0.218,0.2002,12.0,293.1,16.8,0.221,67.54018641,1480.6,34.87817743,0.8714,0.321201545,0.8207792209999999,0.303615674,0.058,0.165,50.7,0.1317,0.062735337,158.2111592,,0.0,0.0,0.5,0.526579079
53039,"Klickitat, WA",WA,30.6,WA,Klickitat County,2010.0,6604.8,0.1349,3.28,3.36,0.0638,0.1817,0.26,0.1185,19.2,98.4,45.0,0.17800000000000002,77.27577147,1294.066667,78.38609363,0.8632,0.359775855,0.6946308729999999,0.172160645,0.075,0.235,43.2,0.18600000000000005,0.09312828,89.31731239,,0.0,0.0,0.2,0.0
53041,"Lewis, WA",WA,141.2,WA,Lewis County,2010.0,7824.1,0.1683,3.88,3.38,0.0578,0.2103,0.344,0.1198,20.5,210.6,49.7,0.14800000000000002,58.60928539,1706.214286,52.41336175,0.8391,0.26720376,0.698564593,0.152897884,0.08199999999999999,0.211,40.5,0.1747,0.08794214,257.22617560000003,,0.0,0.0,0.545454546,0.412320125
53043,"Lincoln, WA",WA,96.0,WA,Lincoln County,2010.0,7628.5,0.1494,3.65,2.9,0.064,0.2148,0.297,0.1537,23.9,77.1,25.8,0.21,29.47823524,3392.333333,74.93083781,0.8631,,0.941176471,0.199542363,0.055,0.16899999999999998,41.1,0.2005,0.062648835,94.56110604,,0.0,0.0,0.333333333,0.0
